NOME;INSTITUICAO_ENSINO_ALUNO_2020;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_AVAL_1_2021;REC_AVAL_2_2021;REC_AVAL_3_2021;REC_AVAL_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVAL_1_2022;REC_AVAL_2_2022;REC_AVAL_3_2022;REC_AVAL_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
ALUNO-41;Escola Pública;11;0;1D;Não;7,46;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;8.3;7.5;7,25;7,5;7,75;5;2.0;C;Escola Pública;Veterano;Ágata;6.100;0.0;5.0;7.5;6.8;7.5;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8.8;5.0;Nível 3 (7o e 8o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-42;;;;;;0;;;;;;0;;;0;0;0;;0.0;J;Escola Pública;Ingressante;Ágata;6.802;10.0;6.7;7.5;4.0;7.2;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.0;10.0;ALFA  (2o e 3o ano);0.0;0.0;E;2021.0;Não;4,28;849.0;189.0;5.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;3,15;7.5;2,5;2,17;2,83;0;2.0;0;Não avaliado;Não avaliado;;;Não;Não;2,5;10.0;ALFA  (2º e 3º ano)
ALUNO-43;Escola Pública;13;2;4F;Não;7,81;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7,5;7.5;7.5;7;7,97;8,04;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-44;Escola Pública;9;0;1M;Não;6,22;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;6.8;7.5;0;6,25;7,92;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-45;Escola Pública;11;1;1G;Não;6,63;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,5;1;7.5;1;7,81;7,75;5;;;;;;;;;;;;;;;;;;;;;2.0;F;2022.0;Não;6,73;576.0;93.0;16.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,92;9,17;6.25;5;4;6;0;3.0;6,25;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,78;5.0;Fase 3 (7º e 8º ano)
ALUNO-46;Escola Pública;8;0;0C;Não;6,97;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,5;10;7.5;0;7,5;7,58;10;0.0;P;Escola Pública;Veterano;Topázio;8.471;8.5;10.0;7.5;6.9;8.1;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.4;10.0;ALFA  (2o e 3o ano);0.0;1.0;K;2020.0;Não;7,4;362.0;94.0;7.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,5;9,08;7.5;5;3,67;6,33;0;3.0;6,04;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;;Não;Não;6,89;10.0;Fase 1 (4º ano)
ALUNO-47;;;;;;0;;;;;;0;;;0;0;0;;1.0;A;Escola Pública;Ingressante;Ágata;6.056;8.5;6.3;7.5;4.0;7.5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.8;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;C;2021.0;Não;7,65;254.0;66.0;4.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,5;1;7.5;7,42;7,33;7,5;0;3.0;6,25;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7,22;5.0;Fase 2 (5º e 6º ano)
ALUNO-48;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;5.0;F;2022.0;Não;3,91;855.0;59.0;4.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;5,42;3,8;6.25;0;0;0;0;4.0;5,63;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Alocado em Fase anterior;Não;Não;4,63;5.0;Fase 6 (2º EM)
ALUNO-49;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;O;2022.0;Não;8,34;54.0;14.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9,5;1;7.5;8,17;7,83;8,5;0;2.0;6,56;Promovido de Fase;Promovido de Fase;;;Não;Sim;9,25;5.0;Fase 1 (4º ano)
ALUNO-50;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;E;2022.0;Não;4,97;823.0;128.0;12.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;4,63;7.5;3,06;4,33;4,67;1,67;4.0;5,63;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;5,58;10.0;Fase 3 (7º e 8º ano)
ALUNO-51;Escola Pública;8;1;0D;Não;8,96;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,5;9.8;7.5;1;8,13;7,42;10;1.0;F;Escola Pública;Ingressante;Ametista;8.051;9.0;9.2;7.5;5.4;7.7;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;8.6;10.0;Nível 1 (4o ano);0.0;1.0;F;2019.0;Não;6,95;504.0;131.0;6.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;9,2;7.5;5,08;4,67;5,5;0;2.0;5,63;Mantido na Fase atual;Promovido de Fase;;;Não;Não;6,92;5.0;Fase 2 (5º e 6º ano)
ALUNO-52;Escola Pública;10;2;2F;Não;8,18;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;1;8.6;6.25;7;7,92;8,22;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-53;Einstein;15;4;5X;;8,7;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9,17;10;7.5;8,2;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-54;;;;;;0;;;;;;0;;;0;0;0;;3.0;B;Escola Pública;Ingressante;Ágata;6.388;7.5;5.8;7.5;4.1;7.3;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;5.8;10.0;Nível 3 (7o e 8o ano);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-55;Rede Decisão/União;17;3;6C;Sim;6,88;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0;9;7.5;6,33;8,28;8,67;5;7.0;A;Rede Decisão;Veterano;Ametista;8.219;9.6;8.9;8.1;7.6;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Sim;9.2;5.0;Nível 8 (Universitários);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-56;;;;;;0;;;;;;0;;;0;0;0;;6.0;A;Escola Pública;Ingressante;Ágata;6.777;8.8;7.5;5.6;5.5;7.8;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.2;5.0;Nível 7 (3o EM);-1.0;7.0;A;2021.0;Não;3,04;861.0;23.0;15.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;3,6;5.0;4,44;5;8,33;0;4.0;3,28;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;4,5;5.0;Fase 8 (Universitários)
ALUNO-57;Rede Decisão/União;16;2;6B;Não;7,31;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,33;7.1;6.25;5,83;7,5;7,58;10;7.0;A;Rede Decisão;Veterano;Ametista;7.213;8.3;6.9;6.3;6.0;7.7;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.0;10.0;Nível 7 (3o EM);0.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-58;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;M;2022.0;Não;7,31;386.0;45.0;2.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,92;7,99;7.5;6,89;5,33;7,67;7,67;4.0;8,13;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Sim;Não;7,37;5.0;Fase 4 (9º ano)
ALUNO-59;Escola Pública;13;0;3E;Não;6,56;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,75;3.6;7.5;6;7,29;6,44;10;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-60;Rede Decisão/União;17;4;5F;Não;7,68;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,5;9.7;6.875;6,67;8,44;8,12;5;6.0;C;Rede Decisão;Veterano;Ametista;6.956;7.9;7.5;6.9;6.1;7.2;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7.7;5.0;Nível 8 (Universitários);-2.0;7.0;A;2016.0;Não;5,78;753.0;18.0;10.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,33;4,13;5.625;4,04;2,67;3,47;6;4.0;7,97;Mantido na Fase atual;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Sim;Não;7,28;5.0;Fase 8 (Universitários)
ALUNO-61;Escola Pública;10;0;1N;Não;5,6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;6.5;7.5;0;6,88;7,33;5;1.0;M;Escola Pública;Veterano;Quartzo;3.017;0.0;1.3;5.6;0.0;6.9;Mantido na Fase atual;Não avaliado;Mantido na Fase atual;Não avaliado;Não;5.1;5.0;Nível 2 (5o e 6o ano);-1.0;2.0;U;2020.0;Não;6,41;658.0;119.0;11.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;1;7,79;7.5;2,5;2;3;0;3.0;6,25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,39;5.0;Fase 3 (7º e 8º ano)
ALUNO-62;Escola Pública;12;0;2L;Não;6,33;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7,92;6.9;7.5;3,5;7,08;7,5;5;2.0;L;Escola Pública;Veterano;Ágata;5.704;8.5;4.6;7.5;3.1;8.1;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;6.2;5.0;Nível 3 (7o e 8o ano);-1.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-63;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;J;2022.0;Não;6,68;594.0;163.0;13.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,5;8,54;5.625;5,08;6;4,17;0;2.0;5,63;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;6,92;5.0;Fase 1 (4º ano)
ALUNO-64;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;M;2022.0;Não;4,66;839.0;137.0;16.0;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,75;3,61;7.5;2,83;5,67;2,67;1,67;4.0;4,84;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;3,83;5.0;Fase 5 (1º EM)
ALUNO-65;;;;;;0;;;;;;0;;;0;0;0;;0.0;R;Escola Pública;Ingressante;Topázio;8.438;10.0;10.0;7.5;6.9;8.1;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Não avaliado;Não avaliado;Sim;10.0;5.0;Nível 1 (4o ano);-1.0;1.0;K;2021.0;Sim;7,99;146.0;37.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,56;5.625;8,17;8,17;8,17;0;3.0;6,25;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase + Bolsa;;Não;Sim;8,78;5.0;Fase 2 (5º e 6º ano)
ALUNO-66;;;;;;0;;;;;;0;;;0;0;0;;2.0;E;Escola Pública;Ingressante;Ágata;6.875;8.0;6.3;7.5;5.9;8.5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;7.7;5.0;Nível 3 (7o e 8o ano);-1.0;3.0;D;2021.0;Não;7,17;442.0;53.0;3.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;6,67;5,78;7.5;7,78;5,67;7,67;1;4.0;7,34;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;6,54;10.0;Fase 3 (7º e 8º ano)
ALUNO-67;;;;;;0;;;;;;0;;;0;0;0;;1.0;J;Escola Pública;Ingressante;Quartzo;4.939;7.4;3.3;7.5;1.1;8.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6.1;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;G;2021.0;Não;6,77;564.0;138.0;5.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;7,88;5.0;5,58;3,33;7,83;0;2.0;5,94;Promovido de Fase;Promovido de Fase;;;Não;Não;7,92;5.0;Fase 2 (5º e 6º ano)
ALUNO-68;Escola Pública;10;0;1F;Não;5,99;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;7.6;7.5;0;7,19;8;5;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-69;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;M;2022.0;Não;7,6;272.0;76.0;3.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;7,55;7.5;7,88;9,6;6,17;0;2.0;5,63;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Sim;8,5;5.0;Fase 1 (4º ano)
ALUNO-70;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;2.0;D;2022.0;Não;8,21;84.0;10.0;2.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;8,83;7.5;6,5;7;6;0;3.0;6,67;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;;Não;Sim;8,61;10.0;Fase 2 (5º e 6º ano)
ALUNO-71;Escola Pública;10;1;0A;Não;7,55;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8,5;10;5;9,5;2,5;7,75;5;0.0;J;Escola Pública;Veterano;#NULO!;#NULO!;7.4;0.0;5.0;3.6;0.0;Não avaliado;Não avaliado;Não avaliado;Não avaliado;#NULO!;0.0;5.0;Nível 2 (5o e 6o ano);-2.0;;;;;0;;;;;;;;0;0;;0;0;0;0;;0;;;;;;;0;;
ALUNO-72;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;0.0;D;2022.0;Não;7,73;227.0;62.0;5.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7,5;8,6;8.125;8,83;9,17;8,5;0;2.0;5,63;Promovido de Fase;Promovido de Fase;;;Não;Não;8,08;5.0;Fase 1 (4º ano)
ALUNO-73;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;4.0;L;2022.0;Não;6,71;586.0;54.0;13.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8,33;6,99;7.5;6,5;4;7;8,5;4.0;6,72;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;6,29;5.0;Fase 6 (2º EM)
ALUNO-74;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;4.0;B;2022.0;Não;6,68;593.0;55.0;10.0;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7,92;6,25;6.875;6,11;4,67;6,67;7;4.0;7,5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;7,42;5.0;Fase 5 (1º EM)
ALUNO-75;Rede Decisão/União;11;1;3L;Sim;9,69;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;1;10;10;9;9,38;9,75;10;4.0;L;Rede Decisão;Veterano;Topázio;9.108;10.0;9.2;7.5;8.5;8.8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Sim;9.7;10.0;Nível 3 (7o e 8o ano);1.0;5.0;L;2019.0;Sim;9,44;1.0;1.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,66;9.375;8,5;7,67;8;9,83;4.0;9,22;Promovido de Fase;Mantido na Fase atual;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Não;Sim;9,75;10.0;Fase 3 (7º e 8º ano)
ALUNO-76;Escola Pública;7;0;0B;Não;8,96;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8,92;10;10;1;7,5;6,58;10;1.0;B;Escola Pública;Veterano;Topázio;8.869;10.0;10.0;7.5;7.6;7.5;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Sim;9.2;10.0;ALFA  (2o e 3o ano);1.0;1.0;B;2020.0;Não;8,31;61.0;12.0;1.0;Topázio;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;9,42;7.5;7,17;7,33;7;0;3.0;5,83;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;;Não;Não;8,28;10.0;Fase 1 (4º ano)
ALUNO-77;;;;;;0;;;;;;0;;;0;0;0;;0.0;J;Escola Pública;Ingressante;Ametista;7.854;9.5;10.0;7.5;6.4;7.5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8.1;5.0;Nível 1 (4o ano);-1.0;0.0;I;2021.0;Não;7,9;169.0;46.0;1.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;1;8,24;8.75;8,33;8,67;8;0;2.0;5,63;Promovido de Fase;Promovido de Fase;;;Não;Não;8,25;5.0;Fase 2 (5º e 6º ano)
ALUNO-78;Escola Pública;10;3;1A;Não;7,35;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9,5;9;7.5;5,5;7,19;7,67;5;1.0;B;Escola Pública;Ingressante;Ágata;6.339;8.9;9.2;7.5;2.6;7.3;Promovido de Fase;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5.6;5.0;Nível 2 (5o e 6o ano);-1.0;1.0;D;2017.0;Não;7,6;271.0;70.0;8.0;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6,92;9,48;7.5;7,67;7,83;7,5;0;3.0;6,67;Promovido de Fase;Promovido de Fase;Promovido de Fase;;Não;Não;7,83;5.0;Fase 3 (7º e 8º ano)
ALUNO-79;;;;;;0;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;3.0;F;2022.0;Não;7,11;452.0;55.0;9.0;Ametista;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9,58;7,46;7.5;3,67;4;4;3;4.0;7,34;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;7,21;10.0;Fase 3 (7º e 8º ano)
ALUNO-80;Escola Pública;10;1;2N;Não;6,5;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;6,92;9.2;7.5;0;7,29;7,44;10;;;;;;;;;;;;;;;;;;;;;2.0;K;2022.0;Não;6,58;633.0;110.0;9.0;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;6,83;9,3;5.625;4,25;3;5,5;0;3.0;6,25;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7,5;5.0;Fase 3 (7º e 8º ano)
